Sunshine,Humidity,Pressure,Cloud,Target,Predict
,50.0,1023.75,1.0,0,0
,92.5,1023.45,7.5,1,1
,50.0,,1.0,0,0
,,,,0,0
10.7,57.0,1022.15,3.0,0,0
,63.5,1026.9,,0,0
9.6,66.5,1017.3,6.0,1,0
,73.0,,,0,0
,45.0,1020.1500000000001,,0,0
,88.5,1019.95,,1,1
12.7,66.5,1015.15,1.5,0,0
,45.5,1018.5,,0,0
,60.0,1023.35,,0,0
,23.0,1017.85,,0,0
9.4,60.5,1017.2,1.5,0,0
,,,,0,0
6.5,70.5,1021.75,5.5,1,0
,63.0,,3.5,0,0
,54.5,1016.4,,0,0
9.2,45.5,1021.95,7.0,0,0
,46.5,1011.4000000000001,,0,0
,58.0,1010.95,,0,0
,65.0,1019.7,,0,0
,68.5,1021.3499999999999,,0,0
,91.0,1014.75,8.0,1,1
,51.0,1023.75,0.0,0,0
,56.5,1012.5,,0,0
,51.0,,2.0,0,0
10.5,45.5,1022.2,1.0,0,0
,63.5,,3.5,0,0
,62.5,,5.5,0,0
10.3,44.5,1008.65,5.5,1,0
,59.5,1019.3499999999999,,0,0
,53.0,1010.0999999999999,1.5,1,0
8.4,46.5,1014.3,5.0,0,0
6.3,42.5,1023.15,3.5,0,0
,75.5,1022.25,,0,0
,61.5,1034.25,,0,0
,40.0,1024.45,,0,0
,100.0,1018.1,,1,1
0.4,95.0,1019.5,8.0,1,1
,58.5,1008.65,,0,0
,45.5,1008.5,,0,0
,83.0,1020.95,,0,0
,54.0,1014.7,,0,0
,,,,0,0
5.5,67.5,1010.95,5.0,0,0
,43.5,1014.5999999999999,,0,0
,54.0,1026.85,,0,0
,68.5,1017.25,7.0,1,0
9.8,60.0,1021.8,1.5,0,0
,45.5,1009.45,,0,0
9.8,56.0,1019.55,1.5,0,0
7.4,84.0,1019.3,5.5,0,0
10.9,52.0,1028.8000000000002,4.5,0,0
,40.5,1011.35,7.5,0,0
,76.5,1012.8,,0,0
,66.5,,5.0,0,0
,34.0,1020.05,2.5,0,0
0.0,91.0,1012.4000000000001,8.0,1,1
9.8,53.0,1027.55,0.5,0,0
,66.5,1025.5,6.0,1,0
,75.0,1016.2,,0,0
,30.5,1016.05,,0,0
,28.5,1019.55,,0,0
2.5,82.0,1008.6,7.5,1,1
,13.5,1021.35,1.5,0,0
,52.5,1028.5500000000002,0.0,0,0
,72.5,1016.25,,1,0
,60.0,1023.5,,0,0
0.4,86.0,1012.25,8.0,1,1
,26.0,1011.8,,0,0
9.3,60.0,1007.8499999999999,3.5,0,0
,82.5,1024.5,,0,0
13.3,34.0,1014.35,0.5,0,0
,,1011.3499999999999,4.5,0,0
,86.5,1029.75,,0,0
,54.5,1022.1,0.5,0,0
10.5,35.5,1017.4000000000001,2.0,0,0
12.7,59.5,1012.8,1.0,1,0
,53.0,1005.45,,0,0
,63.0,1015.35,,0,0
,57.0,1018.9,,0,0
,67.5,1023.0,,1,0
,,,,0,0
,48.0,1015.95,,0,0
10.7,38.0,1024.75,0.5,0,0
,34.5,1013.1500000000001,,0,0
,65.0,1022.95,,0,0
8.6,64.0,1019.8499999999999,3.5,0,0
,83.5,1024.35,7.0,1,0
,83.0,,7.5,1,1
,58.0,1003.7,,1,0
9.3,70.5,1014.05,4.5,1,0
,70.0,1024.65,,0,0
,62.5,1021.6,,0,0
1.5,70.5,1014.85,7.0,1,1
9.9,49.0,1018.6,3.5,0,0
10.0,53.5,1018.15,3.0,0,0
,45.5,1021.7,4.0,0,0
,83.5,1024.3000000000002,,0,0
11.2,29.0,1018.35,2.5,0,0
,48.0,1012.3499999999999,7.5,0,0
,59.5,1024.3,,1,0
,,,,0,0
,57.0,,2.0,0,0
8.4,47.0,1023.3,4.0,0,0
10.8,42.5,1020.1,2.0,0,0
,91.0,1024.45,7.5,1,1
,18.5,1008.55,4.5,0,0
,31.5,1022.75,0.5,0,0
,49.0,1022.6,2.5,0,0
,47.0,1012.75,,0,0
7.7,61.0,1018.55,5.0,1,0
,42.5,1019.0,1.0,0,0
,43.0,1018.9,,0,0
,64.5,1022.75,,0,0
,47.0,1021.9000000000001,,0,0
7.7,10.0,1005.9,4.0,0,0
,56.0,1002.0999999999999,,0,0
,45.0,1007.3,,0,0
,57.5,1025.5,,0,0
8.3,61.0,1025.1,4.0,0,0
,55.5,1025.5,4.0,0,0
,59.5,1009.45,,0,0
,71.5,1015.1,,0,0
,82.5,1020.25,,1,0
,52.5,1033.0,,0,0
,52.5,1012.0,,0,0
,56.5,1008.45,,1,0
9.6,38.5,1011.7,0.0,0,0
,87.5,,7.0,1,1
,,,,0,0
,88.0,1010.6,,1,1
,89.0,1000.55,,1,1
,32.5,1015.5,,0,0
,76.0,,3.5,1,0
,74.5,1011.9000000000001,,1,0
,49.0,,1.5,0,0
,67.5,1024.9,,0,0
2.0,75.0,1021.75,7.0,0,1
,88.0,1027.8,,0,0
,15.0,1014.75,7.0,0,0
,96.5,1013.0,,1,1
,60.5,,5.0,0,0
,49.0,1022.5,,0,0
,73.5,1015.4,,0,0
,66.0,1022.8000000000001,,0,0
,72.5,,6.0,0,0
,65.5,1016.65,5.0,0,0
,68.0,,2.0,0,0
,58.0,1015.75,,0,0
,57.0,1017.4,,0,0
,64.5,1019.85,,0,0
,59.5,1013.25,,0,0
12.5,31.0,1019.0999999999999,1.5,0,0
,,,,0,0
,44.5,,6.5,0,0
10.7,43.5,1018.3,0.0,0,0
,,,,0,0
,64.5,1024.5,,0,0
,52.0,1022.2,,0,0
,48.0,1012.5,,1,0
11.0,24.0,1018.9,1.0,0,0
,68.5,,2.5,0,0
,70.5,1016.7,,0,0
,92.5,1017.9,7.5,1,1
,47.5,,,0,0
13.4,24.5,1010.4000000000001,3.0,0,0
12.0,29.5,1009.5,4.0,0,0
,74.5,1008.45,,1,0
,68.0,1021.55,1.0,0,0
,39.5,1013.35,,0,0
,78.0,,7.0,1,0
,,,,0,0
,64.5,1030.05,,0,0
,18.5,1014.25,1.0,0,0
,82.0,1021.4,,0,0
,58.0,1017.0999999999999,,0,0
,,,,0,0
,68.0,1014.6,,1,0
,25.0,1013.35,,0,0
,62.0,1028.45,,0,0
,65.5,1018.5,,0,0
,,1011.5,,0,0
0.2,87.5,1017.4000000000001,7.0,1,1
,84.5,1011.2,,1,1
,81.5,1016.9000000000001,,1,0
,52.0,1025.5,,0,0
,47.5,1015.75,,0,0
,,,,0,0
,45.5,,,0,0
,57.0,,6.5,0,0
,59.0,1012.45,,0,0
,84.0,1025.35,,1,0
,55.0,1020.15,7.5,0,0
,54.5,,3.0,0,0
,71.0,1023.9,,0,0
13.6,39.0,1014.65,2.0,0,0
,44.0,1016.75,,0,0
9.9,59.0,1023.4000000000001,3.0,0,0
9.8,70.0,1018.65,1.0,0,0
,78.0,1020.75,6.5,1,0
,26.5,1018.75,0.0,0,0
,52.5,1029.4,,0,0
11.7,44.0,1002.6,2.5,0,0
,56.5,1021.0999999999999,,0,0
,32.0,1009.25,,0,0
,42.0,1011.9,,0,0
,57.5,1023.65,,0,0
8.0,79.5,1016.9,5.5,0,1
11.3,35.5,1019.3499999999999,3.5,0,0
,62.0,1023.25,6.5,0,0
3.2,78.5,1015.75,7.0,1,1
0.2,78.5,1016.5,7.0,0,1
,56.5,1031.65,,0,0
,36.5,1028.6,1.0,0,0
,44.5,1016.0,4.0,0,0
,35.0,1011.6,,0,0
11.9,57.5,1016.25,1.0,0,0
,65.5,1022.65,,0,0
,43.0,1017.75,,0,0
9.1,55.5,1008.4000000000001,2.0,0,0
,45.5,1020.55,,0,0
,64.0,,7.0,0,0
,38.0,1010.4000000000001,,0,0
,61.5,1025.2,,0,0
,67.5,1009.0999999999999,6.0,1,0
,79.0,1029.3,,0,0
,43.0,1013.75,2.0,0,0
0.0,80.0,1022.3499999999999,8.0,0,1
,77.0,1017.25,,0,0
,57.0,1009.8,,0,0
,26.0,1015.5,0.5,0,0
13.4,31.0,1018.25,2.5,0,0
,86.0,1013.65,7.0,1,1
,41.0,1014.0999999999999,,0,0
,64.5,1019.9000000000001,,0,0
,55.5,1021.0,,0,0
8.1,57.0,1018.5,3.5,0,0
,68.0,1020.55,,0,0
,51.0,1019.3499999999999,,0,0
,36.5,1018.5999999999999,,0,0
,15.0,1011.85,0.0,0,0
,72.5,1020.45,,0,0
,57.0,,,0,0
,67.0,1014.55,,1,0
,53.5,1011.4,,0,0
5.8,53.5,1024.9,5.5,0,0
,30.5,1013.95,,0,0
,,,,0,0
,89.5,1004.45,8.0,1,1
,83.5,1016.2,,0,0
,80.5,1016.55,,0,0
11.9,46.5,1011.25,3.0,0,0
,50.5,1021.05,,0,0
,,,,0,0
,32.5,1013.5,1.5,0,0
,77.0,1018.25,5.5,0,0
,81.5,1017.8,,0,0
,92.0,1025.15,8.0,1,1
,70.5,1026.8000000000002,,0,0
,60.0,1026.55,,0,0
,,,,1,0
,66.5,1010.7,8.0,1,0
,39.5,1017.55,,0,0
,38.0,1012.8,,0,0
,51.0,1032.45,,0,0
11.1,38.5,1001.7,1.5,0,0
,67.0,1014.65,7.5,0,0
9.4,47.5,1016.1500000000001,5.0,0,0
,70.0,1021.5,,0,0
,,,,0,0
,72.5,1011.75,8.0,1,1
3.1,64.0,1018.95,6.5,0,0
,61.0,1009.3,,0,0
,64.0,1025.6,,0,0
,72.5,1028.9,,0,0
,38.0,1019.35,2.0,0,0
,65.5,1025.35,,0,0
,61.5,1032.25,,0,0
,76.0,1012.05,,0,0
,37.5,1010.1500000000001,,0,0
,83.0,1019.15,6.0,1,0
,71.5,,7.0,1,0
,29.0,1020.85,4.5,0,0
11.6,23.5,1012.0999999999999,1.0,0,0
,40.0,1019.75,,0,0
9.7,25.5,1007.1,1.5,0,0
,72.0,1020.3,,1,0
,35.5,1009.4000000000001,3.5,1,0
,63.5,1019.3,,0,0
,52.5,1022.25,0.5,0,0
,,1012.8,7.5,1,0
8.8,65.0,1014.75,4.5,0,0
5.8,70.0,1022.3,4.5,1,0
,63.0,,1.5,1,0
11.4,41.5,1017.4,0.5,0,0
13.1,64.0,1014.5,2.5,0,0
,75.5,1014.5,,1,0
0.6,72.5,1010.8499999999999,7.5,0,1
,27.5,1005.55,0.5,0,0
,56.5,1014.95,,0,0
3.9,75.5,1014.95,6.5,1,1
8.0,67.5,1022.0,1.0,0,0
0.3,60.0,1022.5,7.0,0,0
5.4,69.0,1016.05,7.0,1,0
,71.0,1009.0999999999999,,0,0
9.0,49.5,1027.6,2.0,0,0
,81.5,1009.3,7.5,1,1
,42.0,1013.45,,0,0
,80.5,1017.3,,0,0
,90.0,1013.5,,1,1
8.7,45.5,1015.05,2.5,0,0
,84.5,1013.45,,0,1
,50.5,1024.25,4.5,0,0
,76.5,1024.9,,0,0
1.0,68.0,1016.6500000000001,7.0,0,0
7.1,38.0,1019.9,6.5,0,0
,69.0,1016.0,,0,0
11.6,38.0,1016.05,3.0,0,0
,47.0,1017.75,,0,0
,64.5,1017.95,,0,0
,65.5,1011.65,,1,0
,62.5,1016.35,,0,0
,,,,1,0
0.9,94.0,1018.0,8.0,1,1
,78.5,1028.1999999999998,4.0,0,0
,42.5,,0.5,0,0
,41.5,1014.45,6.5,0,0
,41.5,1010.35,,0,0
0.1,85.5,1013.8,8.0,1,1
,27.0,,1.5,0,0
,64.5,1011.5,,0,0
,83.0,1016.85,,0,0
,64.0,1021.45,,0,0
,64.0,1014.0,7.0,0,0
6.0,53.0,1017.3,6.0,0,0
6.4,61.0,1022.45,7.0,0,0
,41.0,1015.8499999999999,2.0,0,0
,56.5,1030.8,,1,0
,64.5,1014.05,,0,0
,65.0,,0.0,0,0
,61.5,1029.0,5.0,0,0
,57.5,1016.35,,0,0
,67.5,,0.5,1,0
10.4,51.0,1025.25,3.0,0,0
9.6,45.5,1020.25,4.5,0,0
,93.0,1016.4000000000001,,1,1
,32.5,1002.6500000000001,,0,0
,60.5,1029.25,5.0,0,0
,47.0,1012.7,0.5,0,0
11.0,74.0,1003.3499999999999,4.5,0,0
,77.0,1031.5,,0,0
,43.0,1024.2,3.0,0,0
,70.0,1022.75,,0,0
,68.0,1023.35,,0,0
,56.0,,1.0,0,0
,88.0,,7.5,1,1
,51.5,1020.25,,0,0
,85.5,1015.15,6.0,0,1
,63.0,1014.5,,1,0
11.5,34.0,1007.0,3.5,1,0
,73.5,1015.0,,1,0
,,,,0,0
,43.5,1018.05,7.0,0,0
,73.0,1018.0,,0,0
,91.0,,8.0,1,1
12.7,51.5,1016.45,0.5,0,0
,,,,0,0
,58.0,1018.9,,0,0
,60.5,1010.75,2.5,0,0
,76.5,1034.75,7.5,0,0
1.8,71.5,1009.3499999999999,7.0,1,1
0.7,95.0,1020.75,8.0,1,1
,49.0,1014.3,7.0,0,0
,47.0,1013.55,,1,0
,,,,0,0
,64.0,1016.9,,1,0
,10.0,1006.5999999999999,,0,0
,80.5,1018.3499999999999,,0,0
,32.5,1016.75,,0,0
,74.0,1017.25,7.5,0,1
,66.5,1022.1500000000001,5.0,0,0
,42.0,1023.1,,0,0
,68.0,1020.45,,0,0
,70.5,1019.0,,0,0
,81.5,1012.7,8.0,1,1
,,,,0,0
,46.5,1014.0,,0,0
,49.5,1017.1,,0,0
,92.5,1021.1500000000001,,1,1
,57.0,1021.0,2.0,0,0
,,,,0,0
,67.5,1023.5,,1,0
,64.5,,,0,0
,51.5,1014.8,,0,0
,61.5,1017.5,,0,0
,79.0,1022.05,,1,0
,70.0,1020.75,,0,0
,84.5,1008.95,,0,1
,65.5,1025.05,,0,0
,90.5,1015.35,7.5,0,1
,62.5,1022.75,,0,0
9.1,60.5,1019.4,2.5,0,0
12.2,43.0,1015.4,3.5,0,0
8.6,69.0,1018.8,2.5,0,0
,89.0,1017.7,,0,1
1.0,55.5,1029.4,7.0,0,0
,33.5,1010.65,,0,0
,,,,0,0
,53.5,1022.2,,0,0
,41.5,1018.8,3.5,0,0
,69.0,1008.75,,0,0
,58.5,1007.4000000000001,,0,0
,62.5,1010.3,7.0,0,0
,72.0,1015.15,,0,0
,58.5,1011.8,,0,0
,68.0,1023.5,,0,0
,,,,0,0
,52.0,1023.35,,0,0
,,,,0,0
,56.0,,3.0,0,0
,95.5,,8.0,1,1
,76.5,1016.3,,1,0
,89.5,,6.5,1,1
11.5,35.0,1021.3,2.5,0,0
,63.0,1011.6500000000001,5.5,0,0
,53.5,1006.65,,0,0
8.1,58.5,1012.3499999999999,6.5,0,0
4.2,63.0,1020.7,6.5,0,0
8.8,67.0,1013.45,1.0,0,0
,53.5,1028.8000000000002,,0,0
,57.5,1022.7,,0,0
,78.5,1016.45,,0,0
,66.0,1009.45,,0,0
,72.0,1016.95,,0,0
5.8,51.0,1014.65,6.5,1,0
3.3,62.0,1018.25,6.5,0,0
,,,,0,0
,28.0,1012.0,,0,0
,88.0,1015.5,,1,1
,42.0,1024.9,0.0,0,0
,94.0,1001.4000000000001,,1,1
11.6,52.0,1015.35,2.0,0,0
,78.5,1020.45,4.5,0,0
,46.5,1017.0999999999999,,0,0
,58.5,1018.15,,0,0
,95.5,1009.55,8.0,1,1
10.3,89.0,1015.3499999999999,7.0,0,1
,74.0,1025.0,,0,0
,40.5,1016.1500000000001,,0,0
,83.0,1013.55,,1,0
,67.5,,2.0,0,0
,63.0,1009.2,,1,0
,76.5,1015.5,,0,0
,35.0,1019.0,,0,0
,,,,0,0
,48.0,1012.1,,0,0
4.9,45.5,1006.6500000000001,7.5,0,0
,66.0,,3.5,0,0
,67.0,,5.5,0,0
,62.0,1022.05,,0,0
,38.5,1007.95,4.0,0,0
,,,,1,0
,24.5,1028.1,0.0,0,0
9.1,31.5,1013.45,3.0,1,0
,55.0,1016.75,4.0,0,0
,64.5,1016.5,,1,0
10.2,57.5,1024.1,3.0,1,0
,68.0,1019.45,,0,0
,44.0,1024.4499999999998,,0,0
,55.5,1014.55,,0,0
,47.5,1012.3,,0,0
,20.5,1009.7,6.0,0,0
4.9,79.5,1015.05,7.0,1,1
,69.0,1022.3,,0,0
,51.0,1024.25,7.0,0,0
,34.0,1015.2,,0,0
,74.5,1013.35,,1,0
10.2,64.0,1018.8499999999999,5.0,0,0
,38.5,1023.0,,0,0
,74.0,1012.9000000000001,,1,0
,19.5,1024.85,,0,0
,72.0,1017.8,6.0,0,0
0.6,86.0,1015.85,8.0,1,1
,65.0,1023.2,,0,0
,76.5,1024.65,2.5,1,0
,,,,1,0
,81.5,1003.25,,1,0
,,,,1,0
,,,,0,0
6.0,64.5,1014.7,5.5,1,0
,58.0,1018.85,,0,0
,62.5,1021.4000000000001,3.0,0,0
,70.5,1032.85,,0,0
,46.5,1008.5999999999999,,0,0
,76.0,1001.75,,0,0
,93.5,1010.5,,1,1
,61.5,1025.75,,0,0
,69.5,1026.9499999999998,,0,0
,82.0,1013.75,,1,0
,46.0,,2.0,0,0
5.8,65.0,1025.35,4.5,0,0
,45.0,998.3,,1,0
,83.0,,5.5,0,0
,70.5,1014.45,,0,0
,33.5,1006.85,8.0,0,0
10.5,57.0,1015.2,4.0,0,0
,46.5,1022.9,2.5,0,0
11.4,49.5,1008.7,6.5,0,0
,,,,0,0
,91.5,1026.25,7.5,0,1
,78.5,1025.35,,1,0
6.6,51.5,1027.4499999999998,4.0,0,0
,44.5,1012.3,6.5,1,0
,97.0,,2.5,0,1
10.0,51.0,1021.05,1.0,0,0
,52.5,,1.0,1,0
,32.5,1008.6500000000001,1.0,0,0
,57.0,,3.5,0,0
,78.5,1018.15,,0,0
,45.0,1016.1500000000001,,0,0
,76.5,1013.65,,1,0
9.0,61.0,1024.75,1.5,0,0
,50.0,1007.9000000000001,,0,0
,78.0,1030.15,,0,0
,81.5,1017.6500000000001,,1,0
,,,,1,0
,56.0,1017.8,,0,0
,68.5,1024.55,,0,0
,77.0,1036.6,,0,0
,35.0,,,0,0
0.0,95.5,1027.6,8.0,1,1
,82.5,1029.15,,0,0
,73.5,1016.8,7.5,0,1
11.0,38.0,1019.9000000000001,0.0,0,0
,47.5,1003.65,,0,0
,93.0,992.75,8.0,1,1
,48.5,1013.4,,0,0
11.2,40.5,1019.1,0.0,0,0
,50.5,1010.5999999999999,,0,0
3.6,60.5,1020.75,6.5,0,0
,48.0,1021.6,,0,0
,65.5,1015.5999999999999,,0,0
,45.5,1018.05,,0,0
,53.0,,4.0,0,0
,66.0,,2.5,0,0
,70.5,,5.5,0,0
,,,,1,0
,47.5,1008.15,,1,0
,45.0,1027.4,,0,0
,81.0,1010.15,,0,0
,46.5,1004.65,,0,0
,58.0,1012.3499999999999,,0,0
,69.5,1019.7,,0,0
10.8,37.5,1012.0999999999999,3.5,0,0
,64.5,1015.25,5.5,0,0
,70.0,1022.3499999999999,,0,0
,,,,0,0
,61.5,1026.5,,0,0
0.0,90.5,1012.65,8.0,1,1
4.3,72.5,1017.35,6.0,1,1
,,,,0,0
,37.5,1018.25,7.0,0,0
,84.5,,1.5,0,0
,39.0,1015.2,,0,0
,,1010.3,8.0,1,0
13.0,25.5,1010.7,3.5,0,0
13.5,37.5,1007.7,1.0,0,0
,39.5,1004.15,,0,0
4.8,82.0,1010.25,6.5,1,1
,84.0,1007.3,8.0,0,1
,74.0,1021.8,,0,0
1.3,80.5,1013.6500000000001,8.0,1,1
,76.5,1014.1500000000001,,0,0
,55.5,,3.0,1,0
,64.0,,0.0,0,0
11.2,39.0,1011.3,1.5,0,0
,93.0,1012.35,,1,1
,84.0,1010.7,,1,1
,78.5,,6.0,1,0
,72.0,1014.95,4.0,1,0
,74.5,,6.0,0,0
11.4,41.5,1019.8,1.0,0,0
,78.5,1010.45,,1,0
11.1,59.5,1018.25,2.0,0,0
,46.0,1011.0,,0,0
,50.0,,,0,0
,54.0,1014.5,7.0,0,0
9.0,71.5,1017.15,1.5,0,0
,76.5,1013.1500000000001,,1,0
,67.5,1018.55,,0,0
,80.5,,5.0,1,0
,82.0,1011.15,,0,0
,,,3.0,0,0
,54.5,1009.3499999999999,,0,0
,,1008.3,,1,0
,43.0,1011.25,,0,0
,71.5,1018.55,,0,0
8.1,62.5,1019.25,3.0,0,0
,,,,0,0
,56.0,1016.05,4.0,0,0
7.8,50.0,1015.1,4.0,0,0
,95.5,,6.0,1,1
,64.0,1011.0999999999999,,1,0
,48.5,1009.1,,0,0
,75.5,1020.0,,0,0
7.3,56.0,1015.75,2.5,0,0
,54.5,1014.5,,0,0
,66.0,,3.5,0,0
,,1017.25,,0,0
9.6,54.5,1022.5999999999999,1.0,0,0
,84.0,1013.95,,1,1
,62.0,1013.65,,0,0
6.4,73.0,1015.1500000000001,6.5,0,1
,79.5,1013.0,8.0,1,1
,81.0,1017.25,8.0,1,1
11.2,23.0,1011.8,0.0,0,0
,61.0,,,0,0
,65.0,1022.55,4.5,0,0
10.6,50.0,1008.15,3.0,0,0
1.6,51.0,1017.75,7.5,1,0
,77.0,1011.85,5.5,0,1
,,,,0,0
,53.5,1019.0,,0,0
11.3,36.5,1018.9,2.0,0,0
,88.0,1019.1,,1,1
,32.5,1011.25,,0,0
,,,,0,0
0.0,85.5,1010.2,7.5,1,1
,89.5,1009.0999999999999,,1,1
,45.0,1014.9,7.5,0,0
,51.5,1025.8000000000002,,0,0
,83.0,1008.5999999999999,,0,1
,49.0,1012.45,,0,0
,80.0,1017.75,,0,0
,,,,1,0
,40.0,1010.05,,0,0
,40.0,1024.4499999999998,0.0,0,0
1.9,77.0,1018.2,8.0,1,1
,52.5,1017.6,,0,0
,78.0,1006.0999999999999,,1,0
,53.0,1020.2,,0,0
,36.0,1004.7,,0,0
2.8,75.0,1029.8,7.0,0,0
,44.5,1011.9,7.5,0,0
,59.5,,,0,0
,65.5,,5.5,0,0
,75.5,1019.1,,1,0
,66.5,,8.0,1,0
,76.5,1009.4,4.5,0,0
,61.5,1016.7,7.0,1,0
,69.5,1020.25,,1,0
,39.5,1015.4,,0,0
6.4,57.0,1012.05,7.0,1,0
7.6,58.5,1025.7,6.0,1,0
,66.5,1012.65,,0,0
,60.5,1009.95,6.0,0,0
,81.0,,6.0,0,0
13.0,35.0,1011.4,1.0,0,0
,75.0,1001.05,7.0,1,1
,66.5,1008.8,,0,0
1.5,89.5,1022.3,7.5,1,1
,57.5,1013.2,,0,0
,60.5,1017.45,,0,0
,70.0,,,0,0
,91.0,1012.75,6.0,1,1
,65.5,1024.4,,0,0
10.6,58.0,1017.5,3.0,0,0
,72.0,1017.95,,0,0
12.1,35.0,1005.6,0.5,0,0
,73.0,1014.95,8.0,0,1
,78.5,,4.0,0,0
,,,,1,0
,70.5,1021.1,,0,0
,82.5,1023.35,,0,0
9.3,73.0,1013.5,4.5,1,0
,58.5,1027.35,0.5,0,0
10.2,67.0,1025.75,1.0,0,0
,,,,0,0
,75.5,1033.4,,0,0
9.8,42.5,1019.6500000000001,3.5,0,0
,70.0,1030.65,,0,0
13.6,31.0,1016.35,0.5,0,0
,70.0,,,0,0
,,,,0,0
,49.0,1000.25,6.5,0,0
,39.5,1022.7,8.0,1,0
,75.0,1016.9,4.0,1,0
,71.0,1022.5,,0,0
,,1010.35,,1,0
9.3,63.5,1022.75,3.0,0,0
,,,,1,0
,58.0,1016.25,,0,0
,,,,1,0
,61.5,1018.65,,0,0
9.8,43.0,1025.1,1.0,0,0
,67.5,,5.5,0,0
,30.5,1006.85,,0,0
,62.5,1002.95,,0,0
,46.0,1018.5,,1,0
,63.0,1026.5500000000002,,0,0
,27.5,,3.5,0,0
7.6,54.5,1023.25,6.0,0,0
10.1,63.0,1016.5,3.0,0,0
,67.0,1014.7,,1,0
,70.5,,5.5,1,0
,70.0,,5.5,0,0
,48.0,1021.45,,0,0
,77.0,,0.0,0,0
,86.5,996.25,5.5,1,1
,46.0,1014.7,,0,0
7.2,54.5,1002.0,6.5,0,0
,27.0,1017.6,2.0,0,0
,68.5,1025.2,,0,0
,73.5,1027.55,,0,0
,60.0,1011.85,,0,0
,47.0,,1.0,0,0
,57.5,1012.25,,0,0
,51.0,,3.0,0,0
,45.5,1016.9,,0,0
,41.5,1014.7,,0,0
,50.5,1015.5999999999999,,0,0
,54.5,,,0,0
,25.5,1013.75,,0,0
,37.5,1009.8,,0,0
,68.0,1007.7,6.0,0,0
,61.0,1014.5,,0,0
,56.0,1019.55,,0,0
,71.5,1013.1500000000001,5.0,0,0
10.2,59.0,1018.95,4.0,0,0
,88.5,1029.5,6.5,1,0
9.1,59.5,1013.55,1.5,0,0
,48.0,1020.35,,0,0
7.1,75.0,1016.55,4.5,0,0
10.0,53.0,1027.45,1.0,0,0
,73.0,1022.15,,0,0
,55.0,1017.9,,0,0
7.3,75.0,1010.25,4.5,0,0
,57.5,1024.2,0.5,1,0
,51.5,,6.0,0,0
10.0,49.5,1027.45,2.0,0,0
,43.5,1003.25,,0,0
,40.0,1009.15,,0,0
,75.0,1010.25,,0,0
8.8,80.0,1012.35,5.5,0,1
,30.5,1010.7,,0,0
9.6,56.0,1022.0999999999999,0.5,0,0
,,,,0,0
,68.5,1018.4000000000001,,0,0
,56.5,,,0,0
,59.5,1018.25,,0,0
,75.5,1021.35,,0,0
,84.5,1006.2,8.0,1,1
,81.5,1017.0,,0,0
0.4,92.5,1016.8,7.5,1,1
,84.5,1013.4000000000001,,0,1
,54.0,1022.8,,0,0
0.2,95.0,1018.9,8.0,1,1
,43.0,1028.6,0.5,0,0
,70.5,1024.8000000000002,,0,0
,65.5,1008.6,,0,0
,62.0,,3.5,0,0
,73.0,1018.05,,0,0
,83.5,1023.5,,0,0
5.7,48.0,1025.15,7.0,0,0
,70.0,1016.7,,0,0
,51.0,1020.5,,0,0
,,1009.5,,0,0
,55.5,1013.0999999999999,,0,0
,43.0,1011.65,,0,0
,32.5,1015.2,0.5,0,0
,,,,0,0
,67.5,1004.5,,0,0
,41.5,1012.5,,0,0
,57.5,1024.3,,0,0
1.9,70.0,1024.3,7.0,0,1
,65.5,1007.2,5.5,1,0
,81.0,1019.65,,1,0
,46.5,1017.8,6.5,0,0
,69.0,,0.5,0,0
8.6,35.5,1020.15,,0,0
,79.0,1026.9,,0,0
,70.5,1023.0999999999999,,0,0
,60.5,1009.3,5.5,1,0
3.2,70.0,1013.4,7.0,0,1
,87.0,1023.75,7.5,1,1
6.7,46.0,1006.65,5.5,0,0
,48.0,1030.8000000000002,,0,0
1.4,77.0,1007.1,7.5,1,1
,,,,0,0
,48.5,1016.6500000000001,,0,0
9.8,77.5,1015.4,3.5,1,0
,,,,0,0
,,,,0,0
,72.5,1011.0,,0,0
,49.0,1023.0999999999999,0.0,0,0
,67.5,1000.4,2.0,1,0
,87.0,1009.95,7.5,1,1
,69.5,1013.45,,0,0
,58.0,1015.25,4.0,0,0
,89.5,1013.0999999999999,,1,1
,78.0,,5.5,0,0
,78.0,1012.75,,1,0
,39.0,1012.2,,0,0
,29.5,1012.5,,0,0
,54.5,1023.75,,0,0
,35.0,1017.15,0.0,0,0
,86.5,1016.45,,1,1
,51.5,1008.6,,1,0
,78.0,1031.75,6.5,0,0
8.2,59.0,1012.45,1.5,1,0
,56.0,1017.85,,0,0
4.7,82.5,1016.3,7.0,0,1
,,,,1,0
8.6,75.5,1014.4,4.0,0,0
,44.5,1009.2,,0,0
,,,,1,0
,64.5,1016.5,,0,0
2.9,53.0,1020.05,6.0,1,0
,61.5,1013.3499999999999,5.0,0,0
11.5,66.5,1020.75,2.5,0,0
5.6,69.5,1021.55,7.0,0,0
,79.5,1022.2,,0,0
,43.5,,5.5,0,0
,62.5,1015.7,,0,0
,40.5,1024.4,0.0,0,0
,80.0,1010.35,,0,0
8.2,66.0,1026.05,4.0,0,0
,60.5,1012.0,6.0,0,0
,50.0,1015.4,,0,0
,,,,0,0
,76.0,1029.65,,0,0
,85.0,1019.0999999999999,6.5,1,0
,45.0,,2.0,0,0
